launch_id,launch_date,year,month,era,country,operator,rocket,launch_site,orbit,status,payload_mass_kg,crewed,booster_reused
SL004107,2010-11-04,2010,11,Quiet Middle,Japan,ISAS,Mu-4S,Tanegashima Space Center,ISS,Success,14,1,0
SL001928,2010-11-07,2010,11,Quiet Middle,USA,GD,Atlas-Centaur,Cape Canaveral SLC-40,LEO,Success,1272,0,0
SL003113,2010-11-10,2010,11,Quiet Middle,Russia,TsSKB,Soyuz-2.1a,Plesetsk Cosmodrome,LEO,Success,938,0,0
SL006264,2010-11-19,2010,11,Quiet Middle,Europe,Arianespace,Ariane 5 ECA,Kourou ELS (Vega),LEO,Success,7280,0,0
SL005235,2010-11-19,2010,11,Quiet Middle,USA,GD,Atlas-Centaur,Cape Canaveral SLC-41,GEO,Success,1103,0,0
SL003036,2010-11-22,2010,11,Quiet Middle,Europe,CNES,Diamant,Guiana Space Centre ELA-3,LEO,Failure,15,0,0
SL006177,2010-11-24,2010,11,Quiet Middle,Japan,JAXA,H-IIA,Uchinoura Space Center,SSO,Success,1579,0,0
SL006948,2010-11-26,2010,11,Quiet Middle,USA,ULA,Atlas V,Mahia Peninsula LC-1,SSO,Success,3506,0,0
SL005612,2010-12-04,2010,12,Quiet Middle,USA,SpaceX,Falcon 1,Cape Canaveral SLC-40,LEO,Failure,264,0,0
SL002920,2010-12-07,2010,12,Quiet Middle,India,ISRO,GSLV Mk II,Satish Dhawan Space Centre,Interplanetary,Failure,1226,0,0
SL002739,2010-12-12,2010,12,Quiet Middle,USA,NASA,Saturn IB,Cape Canaveral SLC-40,GEO,Success,2735,0,0
SL000597,2010-12-13,2010,12,Quiet Middle,China,CASC,Long March 4B,Jiuquan Satellite Launch,SSO,Success,416,0,0
SL002292,2010-12-17,2010,12,Quiet Middle,China,CASC,Long March 4B,Taiyuan Satellite Launch,LEO,Success,943,0,0
SL000761,2010-12-21,2010,12,Quiet Middle,Japan,JAXA,H-IIA,Uchinoura Space Center,MEO,Success,2427,0,0
SL005879,2010-12-25,2010,12,Quiet Middle,Russia,TsSKB,Soyuz-2.1a,Baikonur Cosmodrome,GEO,Success,1247,0,0
SL007014,2011-01-09,2011,1,New Eruption,Russia,Khrunichev,Proton-M,Svobodny / Vostochny,ISS,Success,9297,0,0
SL006090,2011-01-14,2011,1,New Eruption,USA,USAF,Titan II GLV,Vandenberg SFB SLC-4E,GEO,Success,626,0,0
SL005303,2011-01-16,2011,1,New Eruption,China,CASC,Long March 2C,Taiyuan Satellite Launch,ISS,Success,1190,0,0
SL003738,2011-01-18,2011,1,New Eruption,Russia,TsSKB,Soyuz-FG,Plesetsk Cosmodrome,ISS,Success,1423,1,0
SL005585,2011-01-19,2011,1,New Eruption,Others,Orbital ATK,Minotaur IV,Cape Canaveral SLC-41,LEO,Success,262,0,0
SL004020,2011-01-22,2011,1,New Eruption,Russia,TsSKB,Soyuz-2.1b,Baikonur Cosmodrome,LEO,Success,1678,0,0
SL002297,2011-01-23,2011,1,New Eruption,Russia,Khrunichev,Proton-M,Svobodny / Vostochny,LEO,Success,2216,0,0
SL000159,2011-02-04,2011,2,New Eruption,USA,NRL,Vanguard,Kennedy Space Center LC-39A,GTO,Failure,1,0,0
SL003292,2011-02-09,2011,2,New Eruption,Russia,TsSKB,Soyuz-ST,Plesetsk Cosmodrome,SSO,Success,4326,0,0
SL007146,2011-02-11,2011,2,New Eruption,USA,Orbital ATK,Minotaur I,Wallops Flight Facility,MEO,Success,220,0,0
SL000338,2011-02-11,2011,2,New Eruption,USA,NASA,Thor-Delta,Cape Canaveral SLC-40,SSO,Success,43,0,0
SL003584,2011-02-21,2011,2,New Eruption,Russia,TsSKB,Soyuz-ST,Plesetsk Cosmodrome,LEO,Success,797,0,0
SL006187,2011-02-25,2011,2,New Eruption,Others,OKB-1,Sputnik (R-7),Uchinoura Space Center,GEO,Success,55,0,0
SL002641,2011-02-25,2011,2,New Eruption,Russia,TsSKB,Soyuz-FG,Plesetsk Cosmodrome,LEO,Success,1878,0,0
SL007067,2011-02-26,2011,2,New Eruption,USA,SpaceX,Falcon 1,Cape Canaveral SLC-40,LEO,Failure,130,0,0
SL006291,2011-02-28,2011,2,New Eruption,Russia,TsSKB,Soyuz-2.1b,Baikonur Cosmodrome,SSO,Success,3408,0,0
SL002452,2011-03-01,2011,3,New Eruption,China,CASC,Long March 2C,Taiyuan Satellite Launch,LEO,Success,326,1,0
SL006947,2011-03-02,2011,3,New Eruption,Russia,TsSKB,Soyuz-FG,Plesetsk Cosmodrome,SSO,Success,1395,0,0
SL006133,2011-03-07,2011,3,New Eruption,Russia,TsSKB,Soyuz-FG,Plesetsk Cosmodrome,LEO,Success,1039,0,0
SL000387,2011-03-11,2011,3,New Eruption,Russia,TsSKB,Soyuz-ST,Baikonur Cosmodrome,GEO,Success,899,0,0
SL001700,2011-03-16,2011,3,New Eruption,USA,NASA,Thor-Delta,Vandenberg SFB SLC-4E,MEO,Failure,55,0,0
SL006305,2011-03-20,2011,3,New Eruption,USA,Orbital Sciences,Taurus,Vandenberg SFB SLC-4E,LEO,Success,509,0,0
SL002979,2011-03-22,2011,3,New Eruption,USA,Lockheed,Titan IV,Cape Canaveral SLC-40,LEO,Success,3248,0,0
SL000666,2011-03-27,2011,3,New Eruption,USA,NASA,Space Shuttle,Cape Canaveral SLC-41,MEO,Success,7999,0,0
SL000799,2011-03-28,2011,3,New Eruption,USA,Lockheed,Titan IV,Cape Canaveral SLC-40,LEO,Success,8842,0,0
SL006186,2011-04-09,2011,4,New Eruption,Europe,Arianespace,Ariane 5 ECA,Guiana Space Centre ELA-3,ISS,Success,3177,0,0
SL006152,2011-04-13,2011,4,New Eruption,Russia,Khrunichev,Proton-M,Svobodny / Vostochny,LEO,Success,6346,0,0
SL002473,2011-04-15,2011,4,New Eruption,Russia,TsSKB,Soyuz-ST,Plesetsk Cosmodrome,Interplanetary,Success,3938,0,0
SL006780,2011-04-21,2011,4,New Eruption,Russia,TsSKB,Soyuz-FG,Plesetsk Cosmodrome,SSO,Success,496,0,0
SL006458,2011-04-23,2011,4,New Eruption,Russia,Khrunichev,Proton-M,Svobodny / Vostochny,LEO,Success,9335,0,0
SL001918,2011-04-27,2011,4,New Eruption,USA,NASA,Space Shuttle,Wallops Flight Facility,SSO,Success,5805,0,0
SL001469,2011-05-05,2011,5,New Eruption,USA,Army,Juno I,Cape Canaveral SLC-40,LEO,Success,3,0,0
SL005415,2011-05-16,2011,5,New Eruption,USA,ULA,Atlas V,SpaceX Starbase (Boca Chica),LEO,Success,1292,0,0
SL005378,2011-05-17,2011,5,New Eruption,China,CASC,Long March 2C,Taiyuan Satellite Launch,LEO,Success,498,0,0
SL007149,2011-05-21,2011,5,New Eruption,Russia,Khrunichev,Proton-M,Baikonur Cosmodrome,Interplanetary,Success,4386,0,0
SL001134,2011-05-22,2011,5,New Eruption,India,ISRO,PSLV,Satish Dhawan Space Centre,MEO,Success,725,0,0
SL000087,2011-05-24,2011,5,New Eruption,China,CASC,Long March 4B,Jiuquan Satellite Launch,TLI,Success,954,0,0
SL007167,2011-05-25,2011,5,New Eruption,Russia,TsSKB,Soyuz-2.1a,Plesetsk Cosmodrome,LEO,Success,1283,0,0
SL003505,2011-05-27,2011,5,New Eruption,China,CASC,Long March 1,Xichang Satellite Launch,GEO,Failure,69,0,0
SL005741,2011-05-28,2011,5,New Eruption,USA,NASA,Saturn IB,Cape Canaveral SLC-41,SSO,Failure,4776,0,0
SL005779,2011-06-04,2011,6,New Eruption,USA,NASA,Thor-Delta,Cape Canaveral SLC-41,GTO,Success,61,0,0
SL000875,2011-06-06,2011,6,New Eruption,China,CASC,Long March 2C,Wenchang Space Launch,TLI,Success,1157,0,0
SL006406,2011-06-08,2011,6,New Eruption,USA,USAF,Titan III,Wallops Flight Facility,TLI,Success,3276,0,0
SL002343,2011-06-17,2011,6,New Eruption,Europe,Arianespace,Ariane 5 ECA,Guiana Space Centre ELA-3,TLI,Success,4032,0,0
SL004245,2011-06-20,2011,6,New Eruption,Russia,TsSKB,Soyuz-2.1b,Svobodny / Vostochny,LEO,Success,2594,0,0
SL004693,2011-06-20,2011,6,New Eruption,India,ISRO,GSLV Mk II,Satish Dhawan Space Centre,TLI,Success,2494,0,0
SL002089,2011-06-21,2011,6,New Eruption,USA,SpaceX,Falcon 1,Cape Canaveral SLC-40,GTO,Failure,88,0,0
SL005584,2011-06-23,2011,6,New Eruption,Japan,NASDA,H-II,Uchinoura Space Center,GEO,Success,2728,0,0
SL006932,2011-06-25,2011,6,New Eruption,Russia,Khrunichev,Rokot,Svobodny / Vostochny,MEO,Success,631,0,0
SL004192,2011-06-25,2011,6,New Eruption,Russia,TsSKB,Soyuz-ST,Svobodny / Vostochny,ISS,Success,978,1,0
SL003074,2011-06-26,2011,6,New Eruption,Europe,CNES,Ariane 1,Kourou ELA-4 (Ariane 6),SSO,Success,520,0,0
SL001032,2011-07-12,2011,7,New Eruption,China,CASC,Long March 2C,Taiyuan Satellite Launch,SSO,Success,770,0,0
SL003746,2011-07-13,2011,7,New Eruption,USA,NASA,Space Shuttle,Mahia Peninsula LC-1,SSO,Success,3043,0,0
SL005080,2011-07-16,2011,7,New Eruption,USA,Army,Jupiter-C,Cape Canaveral SLC-40,HEO,Failure,1,0,0
SL000106,2011-07-16,2011,7,New Eruption,India,ISRO,SLV,Satish Dhawan Space Centre,SSO,Success,9,0,0
SL005347,2011-07-26,2011,7,New Eruption,China,CASC,Long March 4B,Xichang Satellite Launch,SSO,Success,481,0,0
SL000835,2011-07-27,2011,7,New Eruption,USA,USAF,Titan III,Wallops Flight Facility,ISS,Success,2909,1,0
SL002300,2011-08-05,2011,8,New Eruption,Russia,TsSKB,Soyuz-2.1a,Svobodny / Vostochny,LEO,Success,1828,0,0
SL002426,2011-08-06,2011,8,New Eruption,USA,Army,Juno I,Kennedy Space Center LC-39A,GTO,Success,4,0,0
SL004549,2011-08-07,2011,8,New Eruption,China,CASC,Long March 2F,Wenchang Space Launch,HEO,Success,2224,0,0
SL005823,2011-08-07,2011,8,New Eruption,China,CASC,Long March 2F,Taiyuan Satellite Launch,GEO,Success,2846,0,0
SL005278,2011-08-07,2011,8,New Eruption,USA,USAF,Titan II GLV,Mahia Peninsula LC-1,GEO,Success,597,0,0
SL002647,2011-08-10,2011,8,New Eruption,USA,LTV,Scout,Vandenberg SFB SLC-4E,SSO,Failure,55,0,0
SL003497,2011-08-13,2011,8,New Eruption,India,ISRO,ASLV,Satish Dhawan Space Centre,LEO,Success,32,0,0
SL001677,2011-08-13,2011,8,New Eruption,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,LEO,Success,458,0,0
SL006788,2011-08-13,2011,8,New Eruption,Europe,Arianespace,Ariane 5 ECA,Kourou ELA-4 (Ariane 6),LEO,Success,1629,0,0
SL006549,2011-08-17,2011,8,New Eruption,Russia,TsSKB,Soyuz-2.1a,Svobodny / Vostochny,GEO,Success,1441,0,0
SL004558,2011-08-22,2011,8,New Eruption,Russia,Khrunichev,Proton-M,Plesetsk Cosmodrome,ISS,Success,7763,0,0
SL003825,2011-08-24,2011,8,New Eruption,China,CASC,Long March 2C,Jiuquan Satellite Launch,SSO,Success,1040,0,0
SL006699,2011-09-02,2011,9,New Eruption,USA,Orbital ATK,Minotaur IV,Cape Canaveral SLC-40,GTO,Success,541,0,0
SL004108,2011-09-02,2011,9,New Eruption,Russia,TsSKB,Soyuz-2.1b,Svobodny / Vostochny,GEO,Success,2237,0,0
SL004389,2011-09-03,2011,9,New Eruption,Russia,Khrunichev,Proton-M,Svobodny / Vostochny,LEO,Failure,1387,0,0
SL003881,2011-09-07,2011,9,New Eruption,Europe,CNES,Diamant,Kourou ELA-4 (Ariane 6),SSO,Success,19,0,0
SL006955,2011-09-16,2011,9,New Eruption,USA,NRL,Vanguard,Wallops Flight Facility,GEO,Failure,1,0,0
SL000118,2011-09-20,2011,9,New Eruption,China,CASC,Long March 1,Taiyuan Satellite Launch,SSO,Success,32,0,0
SL004377,2011-09-23,2011,9,New Eruption,USA,Boeing,Delta IV Medium,Mahia Peninsula LC-1,ISS,Success,939,1,0
SL002207,2011-09-23,2011,9,New Eruption,China,CASC,Long March 2F,Jiuquan Satellite Launch,LEO,Success,703,0,0
SL005171,2011-10-01,2011,10,New Eruption,China,CASC,Long March 4B,Taiyuan Satellite Launch,SSO,Success,597,0,0
SL005806,2011-10-02,2011,10,New Eruption,USA,USAF,Titan III,Cape Canaveral SLC-40,MEO,Success,1963,0,0
SL002752,2011-10-07,2011,10,New Eruption,USA,Orbital Sciences,Taurus,Vandenberg SFB SLC-4E,MEO,Success,442,0,0
SL005814,2011-10-07,2011,10,New Eruption,Russia,Khrunichev,Rokot,Baikonur Cosmodrome,LEO,Success,311,0,0
SL003305,2011-10-11,2011,10,New Eruption,USA,Boeing,Delta II,Kennedy Space Center LC-39A,LEO,Success,1866,0,0
SL004527,2011-10-12,2011,10,New Eruption,USA,GD,Atlas-Centaur,Wallops Flight Facility,LEO,Success,248,0,0
SL001009,2011-10-16,2011,10,New Eruption,Russia,TsSKB,Soyuz-ST,Plesetsk Cosmodrome,MEO,Success,931,0,0
SL006276,2011-10-17,2011,10,New Eruption,Russia,Khrunichev,Proton-M,Baikonur Cosmodrome,SSO,Success,7130,0,0
SL004929,2011-10-18,2011,10,New Eruption,Others,Boeing,Delta IV Medium,Kapustin Yar Site 86,GEO,Success,1135,0,0
SL002345,2011-10-18,2011,10,New Eruption,Europe,CNES,Diamant,Guiana Space Centre ELA-3,GTO,Failure,9,0,0
SL002432,2011-10-19,2011,10,New Eruption,China,CASC,Long March 2D,Taiyuan Satellite Launch,Interplanetary,Success,1078,0,0
SL004001,2011-10-24,2011,10,New Eruption,USA,SpaceX,Falcon 1,Kennedy Space Center LC-39A,SSO,Success,334,0,0
SL006843,2011-11-08,2011,11,New Eruption,Russia,TsSKB,Soyuz-2.1b,Svobodny / Vostochny,LEO,Success,3038,0,0
SL005014,2011-11-10,2011,11,New Eruption,China,CASC,Long March 2C,Xichang Satellite Launch,SSO,Success,1139,0,0
SL004181,2011-11-11,2011,11,New Eruption,Europe,CNES,Ariane 1,Kourou ELA-4 (Ariane 6),HEO,Success,354,0,0
SL004690,2011-11-12,2011,11,New Eruption,Japan,JAXA,H-IIA,Uchinoura Space Center,SSO,Success,1463,0,0
SL002193,2011-11-16,2011,11,New Eruption,Others,SpaceX,Falcon 1,Kennedy Space Center LC-39A,SSO,Failure,143,0,0
SL003187,2011-11-17,2011,11,New Eruption,Europe,Arianespace,Ariane 5 ECA,Kourou ELA-4 (Ariane 6),ISS,Success,3598,1,0
SL004050,2011-11-20,2011,11,New Eruption,India,ISRO,SLV,Satish Dhawan Space Centre,LEO,Success,6,0,0
SL003135,2011-11-20,2011,11,New Eruption,China,CASC,Long March 2D,Wenchang Space Launch,TLI,Success,512,0,0
SL000604,2011-11-22,2011,11,New Eruption,USA,ULA,Atlas V,Cape Canaveral SLC-40,GTO,Success,4040,0,0
SL001299,2011-11-24,2011,11,New Eruption,Russia,Khrunichev,Proton-M,Plesetsk Cosmodrome,TLI,Success,1369,0,0
SL004083,2011-11-26,2011,11,New Eruption,Russia,TsSKB,Soyuz-2.1b,Baikonur Cosmodrome,ISS,Success,1154,0,0
SL006348,2011-11-27,2011,11,New Eruption,USA,NASA,Space Shuttle,Mahia Peninsula LC-1,MEO,Success,5112,0,0
SL004938,2011-12-08,2011,12,New Eruption,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,LEO,Success,172,0,0
SL005406,2011-12-23,2011,12,New Eruption,USA,Boeing,Delta IV Medium,Cape Canaveral SLC-41,TLI,Success,1772,0,0
SL007281,2011-12-25,2011,12,New Eruption,USA,SpaceX,Falcon 1,Cape Canaveral SLC-40,MEO,Failure,82,0,0
SL002269,2011-12-28,2011,12,New Eruption,Russia,TsSKB,Soyuz-2.1a,Plesetsk Cosmodrome,MEO,Success,2999,0,0
SL005444,2012-01-04,2012,1,New Eruption,Russia,TsSKB,Soyuz-ST,Baikonur Cosmodrome,LEO,Success,851,0,0
SL007457,2012-01-13,2012,1,New Eruption,USA,SpaceX,Falcon 9 v1.0,Vandenberg SFB SLC-4E,LEO,Success,2340,0,0
SL000983,2012-01-14,2012,1,New Eruption,USA,Orbital ATK,Minotaur IV,Kennedy Space Center LC-39A,TLI,Success,290,0,0
SL001965,2012-01-17,2012,1,New Eruption,USA,ULA,Delta IV Heavy,Kennedy Space Center LC-39A,LEO,Success,6836,0,0
SL004131,2012-01-18,2012,1,New Eruption,China,CASC,Long March 2D,Taiyuan Satellite Launch,SSO,Success,1148,0,0
SL000380,2012-01-20,2012,1,New Eruption,Russia,TsSKB,Soyuz-ST,Svobodny / Vostochny,ISS,Success,1711,1,0
SL004360,2012-02-20,2012,2,New Eruption,China,CASC,Long March 4B,Jiuquan Satellite Launch,GEO,Success,600,0,0
SL001319,2012-02-21,2012,2,New Eruption,Russia,Khrunichev,Proton-M,Svobodny / Vostochny,MEO,Success,6750,0,0
SL000697,2012-02-23,2012,2,New Eruption,USA,Army,Jupiter-C,Kennedy Space Center LC-39A,Interplanetary,Failure,1,0,0
SL001200,2012-02-25,2012,2,New Eruption,Europe,CNES,Diamant,Kourou ELA-4 (Ariane 6),GTO,Success,13,0,0
SL004233,2012-02-26,2012,2,New Eruption,USA,NASA,Space Shuttle,Cape Canaveral SLC-40,LEO,Success,5648,0,0
SL003681,2012-02-27,2012,2,New Eruption,Others,TsSKB,Soyuz-FG,Andoya Rocket Range,LEO,Success,985,0,0
SL006462,2012-03-01,2012,3,New Eruption,Japan,JAXA,H-IIA,Tanegashima Space Center,GEO,Success,1551,0,0
SL004806,2012-03-09,2012,3,New Eruption,Russia,Khrunichev,Rokot,Svobodny / Vostochny,SSO,Success,268,0,0
SL003147,2012-03-15,2012,3,New Eruption,Others,AEB,VLS-1,Plesetsk Cosmodrome,GTO,Failure,10,0,0
SL003395,2012-03-20,2012,3,New Eruption,Europe,CNES,Ariane 1,Kourou ELA-4 (Ariane 6),SSO,Success,507,0,0
SL002726,2012-03-26,2012,3,New Eruption,Russia,TsSKB,Soyuz-FG,Plesetsk Cosmodrome,LEO,Success,1109,0,0
SL003069,2012-04-05,2012,4,New Eruption,Europe,Arianespace,Ariane 4,Kourou ELS (Vega),GEO,Success,933,0,0
SL001967,2012-04-07,2012,4,New Eruption,USA,Boeing,Delta II,Vandenberg SFB SLC-4E,SSO,Success,1631,0,0
SL007152,2012-04-17,2012,4,New Eruption,USA,NRL,Vanguard,Kennedy Space Center LC-39A,LEO,Failure,3,0,0
SL000801,2012-04-17,2012,4,New Eruption,USA,NRL,Vanguard,Cape Canaveral SLC-40,LEO,Success,3,0,0
SL000861,2012-04-24,2012,4,New Eruption,USA,NASA,Saturn V,Vandenberg SFB SLC-4E,Interplanetary,Success,20295,0,0
SL001029,2012-04-27,2012,4,New Eruption,China,CASC,Long March 3B,Xichang Satellite Launch,LEO,Success,4722,0,0
SL007280,2012-04-28,2012,4,New Eruption,China,CASC,Long March 4B,Taiyuan Satellite Launch,SSO,Success,2095,0,0
SL004413,2012-04-28,2012,4,New Eruption,Russia,TsSKB,Soyuz-2.1b,Baikonur Cosmodrome,GEO,Success,1123,0,0
SL003022,2012-05-01,2012,5,New Eruption,Others,USAF,Titan II GLV,Uchinoura Space Center,LEO,Success,332,0,0
SL002466,2012-05-01,2012,5,New Eruption,China,CASC,Long March 4B,Xichang Satellite Launch,LEO,Success,877,0,0
SL002793,2012-05-06,2012,5,New Eruption,USA,SpaceX,Falcon 9 v1.0,Wallops Flight Facility,LEO,Success,1491,0,0
SL002808,2012-05-08,2012,5,New Eruption,Europe,Arianespace,Ariane 5 ECA,Guiana Space Centre ELA-3,ISS,Success,4729,1,0
SL000641,2012-05-09,2012,5,New Eruption,Russia,TsSKB,Soyuz-2.1a,Baikonur Cosmodrome,LEO,Success,2032,0,0
SL000501,2012-05-12,2012,5,New Eruption,China,CASC,Long March 2D,Wenchang Space Launch,LEO,Success,1642,0,0
SL001507,2012-05-18,2012,5,New Eruption,USA,Orbital ATK,Minotaur I,Vandenberg SFB SLC-4E,SSO,Success,87,0,0
SL005864,2012-05-20,2012,5,New Eruption,China,CASC,Long March 1,Xichang Satellite Launch,LEO,Success,58,0,0
SL007001,2012-05-21,2012,5,New Eruption,USA,NASA,Thor-Delta,Vandenberg SFB SLC-4E,LEO,Success,25,0,0
SL005332,2012-05-24,2012,5,New Eruption,USA,Orbital Sciences,Taurus,SpaceX Starbase (Boca Chica),TLI,Success,228,0,0
SL001825,2012-06-01,2012,6,New Eruption,Europe,CNES,Diamant,Kourou ELS (Vega),LEO,Success,23,0,0
SL005166,2012-06-02,2012,6,New Eruption,USA,ULA,Delta IV Heavy,Cape Canaveral SLC-40,GEO,Success,9176,0,0
SL004852,2012-06-07,2012,6,New Eruption,USA,SpaceX,Falcon 9 v1.0,Vandenberg SFB SLC-4E,LEO,Success,1278,0,0
SL000518,2012-06-12,2012,6,New Eruption,USA,Boeing,Delta IV Medium,Wallops Flight Facility,LEO,Success,1497,0,0
SL000862,2012-06-13,2012,6,New Eruption,USA,Army,Juno I,Vandenberg SFB SLC-4E,TLI,Failure,4,0,0
SL006717,2012-06-15,2012,6,New Eruption,Others,CASC,Long March 3B,Palmachim Airbase,SSO,Success,992,0,0
SL005435,2012-06-16,2012,6,New Eruption,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,GEO,Success,109,0,0
SL005464,2012-06-16,2012,6,New Eruption,Others,CASC,Long March 3B,Kapustin Yar Site 86,MEO,Success,1895,0,0
SL004684,2012-06-26,2012,6,New Eruption,USA,ULA,Atlas V,Kennedy Space Center LC-39A,MEO,Success,5633,0,0
SL006150,2012-07-01,2012,7,New Eruption,Russia,TsSKB,Soyuz-2.1a,Baikonur Cosmodrome,LEO,Success,931,0,0
SL006484,2012-07-02,2012,7,New Eruption,Russia,TsSKB,Soyuz-FG,Plesetsk Cosmodrome,ISS,Success,2279,0,0
SL007325,2012-07-09,2012,7,New Eruption,USA,GD,Atlas-Centaur,Cape Canaveral SLC-41,LEO,Success,463,0,0
SL006605,2012-07-10,2012,7,New Eruption,USA,ULA,Delta IV Heavy,Wallops Flight Facility,LEO,Success,4156,0,0
SL002686,2012-07-17,2012,7,New Eruption,Others,CNES,Ariane 1,Uchinoura Space Center,LEO,Success,245,0,0
SL006517,2012-07-17,2012,7,New Eruption,USA,NASA,Space Shuttle,Mahia Peninsula LC-1,SSO,Success,9413,0,0
SL004345,2012-07-18,2012,7,New Eruption,Russia,Khrunichev,Rokot,Baikonur Cosmodrome,LEO,Success,390,0,0
SL005280,2012-07-20,2012,7,New Eruption,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,LEO,Success,948,0,0
SL004593,2012-07-27,2012,7,New Eruption,Russia,TsSKB,Soyuz-2.1a,Svobodny / Vostochny,GEO,Success,1362,0,0
SL003710,2012-08-01,2012,8,New Eruption,USA,NASA,Space Shuttle,Mahia Peninsula LC-1,GTO,Success,3897,0,0
SL000216,2012-08-03,2012,8,New Eruption,USA,Orbital ATK,Minotaur I,Mahia Peninsula LC-1,GEO,Success,269,0,0
SL001172,2012-08-10,2012,8,New Eruption,Russia,Khrunichev,Rokot,Baikonur Cosmodrome,SSO,Success,608,0,0
SL007000,2012-08-10,2012,8,New Eruption,China,CASC,Long March 4B,Xichang Satellite Launch,LEO,Success,1161,0,0
SL005786,2012-08-14,2012,8,New Eruption,Russia,TsSKB,Soyuz-ST,Plesetsk Cosmodrome,MEO,Success,2239,0,0
SL000331,2012-08-15,2012,8,New Eruption,India,ISRO,ASLV,Satish Dhawan Space Centre,LEO,Failure,12,0,0
SL005627,2012-08-17,2012,8,New Eruption,Russia,TsSKB,Soyuz-ST,Baikonur Cosmodrome,LEO,Success,1094,0,0
SL004952,2012-08-19,2012,8,New Eruption,USA,ULA,Atlas V,Kennedy Space Center LC-39A,SSO,Success,7477,0,0
SL006540,2012-08-22,2012,8,New Eruption,Japan,JAXA,H-IIB,Uchinoura Space Center,SSO,Success,7299,0,0
SL000443,2012-08-23,2012,8,New Eruption,USA,Boeing,Delta IV Medium,Kennedy Space Center LC-39A,GEO,Success,1860,0,0
SL006468,2012-08-26,2012,8,New Eruption,USA,SpaceX,Falcon 1,Wallops Flight Facility,GTO,Failure,262,0,0
SL004834,2012-09-01,2012,9,New Eruption,USA,Lockheed,Titan IV,SpaceX Starbase (Boca Chica),Interplanetary,Success,6521,0,0
SL004328,2012-09-15,2012,9,New Eruption,Russia,TsSKB,Soyuz-ST,Svobodny / Vostochny,MEO,Success,2860,0,0
SL004525,2012-09-16,2012,9,New Eruption,USA,NRL,Vanguard,Vandenberg SFB SLC-4E,LEO,Success,1,0,0
SL003317,2012-09-17,2012,9,New Eruption,USA,Lockheed,Titan IV,Mahia Peninsula LC-1,TLI,Success,8216,0,0
SL001640,2012-09-19,2012,9,New Eruption,Europe,Arianespace,Ariane 4,Guiana Space Centre ELA-3,MEO,Success,1658,0,0
SL007412,2012-09-22,2012,9,New Eruption,USA,Army,Jupiter-C,Wallops Flight Facility,GEO,Success,1,0,0
SL003847,2012-09-22,2012,9,New Eruption,Others,ISC,Dnepr,Kourou ELS (Vega),LEO,Success,481,0,0
SL001979,2012-09-24,2012,9,New Eruption,Europe,Arianespace,Vega,Kourou ELA-4 (Ariane 6),TLI,Success,142,0,0
SL001840,2012-10-01,2012,10,New Eruption,USA,NASA,Thor-Delta,SpaceX Starbase (Boca Chica),TLI,Success,41,0,0
SL007394,2012-10-05,2012,10,New Eruption,USA,Orbital Sciences,Pegasus XL,SpaceX Starbase (Boca Chica),GEO,Success,42,0,0
SL006997,2012-10-09,2012,10,New Eruption,USA,NASA,Space Shuttle,Cape Canaveral SLC-40,GEO,Success,6144,0,0
SL000930,2012-10-10,2012,10,New Eruption,Japan,JAXA,H-IIB,Tanegashima Space Center,SSO,Success,2568,0,0
SL001973,2012-10-10,2012,10,New Eruption,India,ISRO,ASLV,Satish Dhawan Space Centre,GTO,Success,28,0,0
SL000857,2012-10-10,2012,10,New Eruption,Russia,Khrunichev,Proton-M,Baikonur Cosmodrome,SSO,Success,4247,0,0
SL000609,2012-10-12,2012,10,New Eruption,USA,ULA,Delta IV Heavy,Mahia Peninsula LC-1,SSO,Success,12823,0,0
SL007173,2012-10-12,2012,10,New Eruption,India,ISRO,SLV,Satish Dhawan Space Centre,SSO,Failure,8,0,0
SL001694,2012-10-14,2012,10,New Eruption,Russia,Khrunichev,Proton-M,Plesetsk Cosmodrome,GTO,Success,4423,0,0
SL007038,2012-10-21,2012,10,New Eruption,Russia,Khrunichev,Proton-M,Baikonur Cosmodrome,LEO,Success,4178,0,0
SL002830,2012-11-13,2012,11,New Eruption,China,CASC,Long March 1,Wenchang Space Launch,GEO,Failure,46,0,0
SL000616,2012-11-14,2012,11,New Eruption,Russia,TsSKB,Soyuz-2.1a,Plesetsk Cosmodrome,ISS,Success,1225,0,0
SL006914,2012-11-19,2012,11,New Eruption,China,CASC,Long March 2D,Xichang Satellite Launch,SSO,Success,631,0,0
SL003717,2012-12-06,2012,12,New Eruption,USA,NASA,Saturn IB,Kennedy Space Center LC-39A,MEO,Success,1487,0,0
SL002826,2012-12-18,2012,12,New Eruption,Japan,NASDA,H-II,Uchinoura Space Center,GTO,Failure,704,0,0
SL001813,2012-12-20,2012,12,New Eruption,Europe,Arianespace,Ariane 4,Kourou ELA-4 (Ariane 6),GEO,Success,1051,0,0
SL004509,2013-01-01,2013,1,New Eruption,Russia,TsSKB,Soyuz-FG,Baikonur Cosmodrome,SSO,Success,1626,0,0
SL001176,2013-01-02,2013,1,New Eruption,Russia,TsSKB,Soyuz-FG,Svobodny / Vostochny,TLI,Success,2518,0,0
